utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
92 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
64 %, 44 %, 11178 MiB, 865 MiB, 10313 MiB
57 %, 33 %, 11178 MiB, 867 MiB, 10311 MiB
64 %, 38 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 41 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
65 %, 35 %, 11178 MiB, 791 MiB, 10387 MiB
73 %, 42 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 71 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 69 %, 11178 MiB, 865 MiB, 10313 MiB
77 %, 44 %, 11178 MiB, 867 MiB, 10311 MiB
77 %, 45 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 45 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 49 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 54 %, 11178 MiB, 847 MiB, 10331 MiB
78 %, 45 %, 11178 MiB, 791 MiB, 10387 MiB
82 %, 48 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
64 %, 36 %, 11178 MiB, 847 MiB, 10331 MiB
66 %, 44 %, 11178 MiB, 791 MiB, 10387 MiB
65 %, 42 %, 11178 MiB, 865 MiB, 10313 MiB
65 %, 38 %, 11178 MiB, 867 MiB, 10311 MiB
92 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 48 %, 11178 MiB, 865 MiB, 10313 MiB
94 %, 72 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 42 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 50 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 69 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
85 %, 50 %, 11178 MiB, 791 MiB, 10387 MiB
81 %, 47 %, 11178 MiB, 865 MiB, 10313 MiB
66 %, 39 %, 11178 MiB, 867 MiB, 10311 MiB
66 %, 39 %, 11178 MiB, 847 MiB, 10331 MiB
69 %, 42 %, 11178 MiB, 791 MiB, 10387 MiB
68 %, 45 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 45 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 49 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
88 %, 51 %, 11178 MiB, 865 MiB, 10313 MiB
63 %, 36 %, 11178 MiB, 867 MiB, 10311 MiB
63 %, 35 %, 11178 MiB, 847 MiB, 10331 MiB
69 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
88 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 53 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 50 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
67 %, 39 %, 11178 MiB, 791 MiB, 10387 MiB
65 %, 37 %, 11178 MiB, 865 MiB, 10313 MiB
66 %, 45 %, 11178 MiB, 867 MiB, 10311 MiB
65 %, 43 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 52 %, 11178 MiB, 791 MiB, 10387 MiB
99 %, 70 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 55 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 52 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 46 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 44 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 62 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 46 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 38 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 63 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 57 %, 11178 MiB, 791 MiB, 10387 MiB
98 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
95 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 60 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 52 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 48 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
67 %, 47 %, 11178 MiB, 791 MiB, 10387 MiB
62 %, 34 %, 11178 MiB, 865 MiB, 10313 MiB
63 %, 43 %, 11178 MiB, 867 MiB, 10311 MiB
62 %, 36 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 48 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 54 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 62 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 63 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 68 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 51 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 72 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 70 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
88 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
90 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 63 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 39 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
